ask,bid,change,contract_name,expiration,implied_volatility,last_trade,open_interest,perc_change,strike,volume
0.00,0.03,0.00,,"August 14, 2020",0,2020-08-07 3:51PM EDT,24,,,
0.00,0.05,0.00,,"August 14, 2020",0,2020-08-07 3:58PM EDT,151,,,
0.00,0.08,0.00,,"August 14, 2020",0,2020-08-07 3:59PM EDT,5,,,
0.00,48.79,0.00,,"September 16, 2022",0,2020-08-07 12:11PM EDT,1,,,
0.00,46.00,0.00,,"September 16, 2022",0,2020-08-07 2:32PM EDT,183,,,
0.00,42.40,0.00,,"September 16, 2022",0,2020-08-07 3:54PM EDT,74,,,
0.00,38.00,0.00,,"September 16, 2022",0,2020-08-07 3:36PM EDT,50,,,
0.00,5.35,0.00,,"June 18, 2021",0,2020-08-04 3:30PM EDT,150,,,
0.00,6.90,0.00,,"June 18, 2021",0,2020-08-07 3:58PM EDT,3,,,
0.00,7.95,0.00,,"June 18, 2021",0,2020-08-07 3:59PM EDT,9,,,
0.00,9.05,0.00,,"June 18, 2021",0,2020-08-07 3:55PM EDT,166,,,
0.00,10.25,0.00,,"June 18, 2021",0,2020-08-07 3:47PM EDT,50,,,
0.00,11.61,0.00,,"June 18, 2021",0,2020-08-07 3:55PM EDT,20,,,
0.00,114.89,0.00,,"March 19, 2021",3,2020-07-09 4:58PM EDT,4,,,
0.00,71.30,0.00,,"March 19, 2021",0,2020-07-09 4:58PM EDT,116,,,
0.00,98.00,0.00,,"March 19, 2021",1,2020-07-09 4:58PM EDT,1,,,
0.00,86.70,0.00,,"March 19, 2021",21,2020-07-09 4:58PM EDT,1,,,
0.00,93.74,0.00,,"March 19, 2021",431,2020-07-09 4:58PM EDT,1,,,
0.00,133.60,0.00,,"December 18, 2020",0,2020-07-13 10:49AM EDT,1,,,
0.00,28.15,0.00,,"June 17, 2022",0,2020-08-07 3:59PM EDT,3,,,
0.00,23.10,0.00,,"June 17, 2022",0,2020-08-07 2:25PM EDT,3,,,
0.00,2.30,0.00,,"September 17, 2021",0,2020-07-28 1:59PM EDT,1,,,
2.43,2.80,3.80,,"September 17, 2021",93,2020-07-02 3:50PM EDT,2,,,
0.00,105.60,0.00,,"October 16, 2020",1,2020-07-09 4:57PM EDT,5,,,
0.00,26.90,0.00,,"February 19, 2021",-,2020-08-07 11:56AM EDT,1,,,
0.00,24.10,0.00,,"February 19, 2021",-,2020-08-07 3:50PM EDT,2,,,
0.00,21.35,0.00,,"February 19, 2021",-,2020-08-07 3:04PM EDT,28,,,
0.00,43.70,0.00,,"January 21, 2022",0,2020-08-07 10:50AM EDT,4,,,
0.00,40.70,0.00,,"January 21, 2022",0,2020-08-07 3:56PM EDT,34,,,
0.00,35.90,0.00,,"January 21, 2022",0,2020-08-07 3:57PM EDT,195,,,
0.00,31.35,0.00,,"January 21, 2022",0,2020-08-07 3:55PM EDT,197,,,
0.00,87.22,0.00,,"November 20, 2020",0,2020-08-03 2:40PM EDT,3,,,
0.00,23.00,0.00,,"September 25, 2020",0,2020-08-07 1:05PM EDT,1,,,
0.00,1.53,0.00,,"March 18, 2022",0,2020-08-07 2:22PM EDT,873,,,
0.00,1.68,0.00,,"March 18, 2022",0,2020-08-07 10:10AM EDT,128,,,
0.00,2.02,0.00,,"March 18, 2022",0,2020-08-07 10:13AM EDT,94,,,
0.93,3.17,4.55,,"March 18, 2022",65,2020-06-16 3:36PM EDT,10,,,
0.00,2.97,0.00,,"March 18, 2022",0,2020-07-28 3:18PM EDT,1,,,
0.00,0.08,0.00,,"August 14, 2020",0,2020-08-07 3:48PM EDT,103,,,
0.00,0.10,0.00,,"August 14, 2020",0,2020-08-07 3:59PM EDT,185,,,
0.00,0.10,0.00,,"August 14, 2020",0,2020-08-07 3:57PM EDT,142,,,
0.00,0.11,0.00,,"August 14, 2020",0,2020-08-07 3:56PM EDT,406,,,
0.00,0.15,0.00,,"August 14, 2020",0,2020-08-07 3:58PM EDT,255,,,
0.00,0.19,0.00,,"August 14, 2020",0,2020-08-07 3:59PM EDT,443,,,
0.00,0.26,0.00,,"August 14, 2020",0,2020-08-07 3:59PM EDT,548,,,
0.00,0.32,0.00,,"August 14, 2020",0,2020-08-07 3:59PM EDT,901,,,
0.00,34.00,0.00,,"September 16, 2022",0,2020-08-07 3:25PM EDT,11,,,
0.00,30.46,0.00,,"September 16, 2022",0,2020-08-07 3:02PM EDT,5,,,
0.00,26.10,0.00,,"September 16, 2022",0,2020-08-07 3:57PM EDT,47,,,
0.00,24.00,0.00,,"September 16, 2022",0,2020-08-07 1:28PM EDT,13,,,
0.00,21.70,0.00,,"September 16, 2022",0,2020-08-07 2:00PM EDT,13,,,
0.00,19.35,0.00,,"September 16, 2022",0,2020-08-07 2:44PM EDT,12,,,
0.00,17.10,0.00,,"September 16, 2022",0,2020-08-07 2:02PM EDT,4,,,
0.00,15.66,0.00,,"September 16, 2022",0,2020-08-07 3:25PM EDT,32,,,
0.00,12.15,0.00,,"June 18, 2021",0,2020-08-06 10:24AM EDT,91,,,
0.00,14.65,0.00,,"June 18, 2021",0,2020-08-07 3:50PM EDT,2,,,
0.00,16.50,0.00,,"June 18, 2021",0,2020-08-07 1:19PM EDT,10,,,
0.00,17.45,0.00,,"June 18, 2021",0,2020-08-07 12:22PM EDT,88,,,
0.00,18.89,0.00,,"June 18, 2021",0,2020-08-05 9:33AM EDT,30,,,
0.00,23.00,0.00,,"June 18, 2021",0,2020-08-07 1:59PM EDT,17,,,
0.00,27.35,0.00,,"June 18, 2021",0,2020-08-07 3:40PM EDT,88,,,
0.00,95.92,0.00,,"March 19, 2021",607,2020-07-09 4:58PM EDT,2,,,
0.00,105.10,0.00,,"March 19, 2021",0,2020-07-20 9:30AM EDT,1,,,
0.00,105.83,0.00,,"March 19, 2021",0,2020-08-04 11:40AM EDT,23,,,
0.00,101.03,0.00,,"March 19, 2021",0,2020-08-04 11:41AM EDT,2,,,
0.00,92.20,0.00,,"March 19, 2021",0,2020-07-14 9:30AM EDT,10,,,
0.00,83.05,0.00,,"March 19, 2021",0,2020-07-27 12:42PM EDT,2,,,
0.00,126.13,0.00,,"December 18, 2020",0,2020-07-22 3:39PM EDT,1,,,
110.80,108.12,112.15,,"December 18, 2020",25,2020-06-24 12:22PM EDT,5,,,
0.00,77.00,0.00,,"December 18, 2020",2,2020-07-09 4:57PM EDT,1,,,
0.00,114.40,0.00,,"December 18, 2020",0,2020-08-07 11:31AM EDT,1,,,
0.00,70.54,0.00,,"December 18, 2020",11,2020-07-09 4:57PM EDT,4,,,
0.00,104.09,0.00,,"December 18, 2020",0,2020-08-03 1:05PM EDT,1,,,
0.00,98.83,0.00,,"December 18, 2020",0,2020-08-06 12:55PM EDT,4,,,
0.00,94.96,0.00,,"December 18, 2020",0,2020-08-06 1:54PM EDT,8,,,
0.00,89.19,0.00,,"December 18, 2020",0,2020-08-06 1:18PM EDT,4,,,
0.00,21.80,0.00,,"June 17, 2022",0,2020-08-07 10:04AM EDT,1,,,
0.00,18.75,0.00,,"June 17, 2022",0,2020-08-07 3:40PM EDT,5,,,
0.00,16.70,0.00,,"June 17, 2022",0,2020-08-07 2:15PM EDT,5,,,
0.00,14.85,0.00,,"June 17, 2022",0,2020-08-07 11:26AM EDT,2,,,
0.00,13.00,0.00,,"June 17, 2022",0,2020-08-07 11:54AM EDT,54,,,
0.00,11.78,0.00,,"June 17, 2022",0,2020-08-07 3:02PM EDT,6,,,
0.00,10.40,0.00,,"June 17, 2022",0,2020-08-07 1:10PM EDT,26,,,
0.00,3.20,0.00,,"September 17, 2021",0,2020-07-23 11:10AM EDT,3,,,
0.00,4.00,0.00,,"September 17, 2021",0,2020-08-06 1:19PM EDT,1,,,
0.00,5.15,0.00,,"September 17, 2021",0,2020-08-07 1:28PM EDT,8,,,
0.00,4.45,0.00,,"September 17, 2021",0,2020-08-03 11:51AM EDT,3,,,
0.00,6.88,0.00,,"September 17, 2021",0,2020-08-07 2:08PM EDT,1,,,
0.00,7.02,0.00,,"September 17, 2021",0,2020-08-07 11:43AM EDT,2,,,
0.00,8.58,0.00,,"September 17, 2021",0,2020-07-31 9:58AM EDT,1,,,
0.00,162.00,0.00,,"January 15, 2021",0,2020-07-20 3:46PM EDT,2,,,
0.00,97.00,0.00,,"October 16, 2020",1,2020-07-09 4:57PM EDT,1,,,
0.00,120.74,0.00,,"October 16, 2020",0,2020-07-21 3:03PM EDT,1,,,
0.00,79.65,0.00,,"October 16, 2020",104,2020-07-09 4:57PM EDT,2,,,
0.00,115.37,0.00,,"October 16, 2020",0,2020-08-06 3:26PM EDT,1,,,
0.00,107.70,0.00,,"October 16, 2020",0,2020-08-03 10:10AM EDT,1,,,
0.00,92.85,0.00,,"October 16, 2020",0,2020-07-27 1:28PM EDT,3,,,
0.00,143.70,0.00,,"September 18, 2020",0,2020-07-16 12:13PM EDT,8,,,
0.00,20.45,0.00,,"February 19, 2021",-,2020-08-07 3:51PM EDT,37,,,
0.00,16.00,0.00,,"February 19, 2021",-,2020-08-07 3:14PM EDT,4,,,
0.00,15.45,0.00,,"February 19, 2021",-,2020-08-07 3:58PM EDT,17,,,
0.00,14.95,0.00,,"February 19, 2021",-,2020-08-07 3:51PM EDT,57,,,
0.00,12.00,0.00,,"February 19, 2021",-,2020-08-07 2:59PM EDT,"1,420",,,
0.00,13.70,0.00,,"February 19, 2021",-,2020-08-07 1:48PM EDT,1,,,
0.00,27.10,0.00,,"January 21, 2022",0,2020-08-07 1:16PM EDT,139,,,
0.00,23.95,0.00,,"January 21, 2022",0,2020-08-07 3:51PM EDT,218,,,
0.00,20.50,0.00,,"January 21, 2022",0,2020-08-07 3:38PM EDT,138,,,
0.00,18.45,0.00,,"January 21, 2022",0,2020-08-07 3:46PM EDT,250,,,
0.00,15.30,0.00,,"January 21, 2022",0,2020-08-07 1:57PM EDT,29,,,
0.00,75.20,0.00,,"November 20, 2020",0,2020-08-06 1:50PM EDT,1,,,
0.00,63.70,0.00,,"November 20, 2020",0,2020-08-04 1:27PM EDT,2,,,
0.00,54.83,0.00,,"November 20, 2020",0,2020-08-05 11:36AM EDT,2,,,
0.00,50.60,0.00,,"November 20, 2020",0,2020-08-03 11:35AM EDT,1,,,
0.00,49.00,0.00,,"November 20, 2020",0,2020-08-06 3:11PM EDT,1,,,
0.00,41.08,0.00,,"November 20, 2020",0,2020-08-07 2:07PM EDT,4,,,
0.00,20.82,0.00,,"September 25, 2020",0,2020-08-07 2:40PM EDT,26,,,
0.00,19.50,0.00,,"September 25, 2020",0,2020-08-07 1:42PM EDT,1,,,
0.00,17.80,0.00,,"September 25, 2020",0,2020-08-07 3:59PM EDT,5,,,
0.00,16.15,0.00,,"September 25, 2020",0,2020-08-07 12:58PM EDT,5,,,
0.00,14.90,0.00,,"September 25, 2020",0,2020-08-07 3:43PM EDT,18,,,
0.00,13.40,0.00,,"September 25, 2020",0,2020-08-07 3:49PM EDT,7,,,
0.00,4.37,0.00,,"March 18, 2022",10,2020-07-09 4:58PM EDT,2,,,
2.15,4.15,5.95,,"March 18, 2022",25,2020-06-30 2:09PM EDT,29,,,
2.93,4.55,7.05,,"March 18, 2022",27,2020-07-10 2:18PM EDT,1,,,
0.00,0.45,0.00,,"August 14, 2020",0,2020-08-07 3:59PM EDT,"4,741",,,
0.00,0.66,0.00,,"August 14, 2020",0,2020-08-07 3:59PM EDT,"2,343",,,
0.00,0.98,0.00,,"August 14, 2020",0,2020-08-07 3:59PM EDT,"3,719",,,
0.00,1.48,0.00,,"August 14, 2020",0,2020-08-07 3:59PM EDT,"2,408",,,
0.00,2.29,0.00,,"August 14, 2020",0,2020-08-07 3:59PM EDT,"5,516",,,
0.00,3.44,0.00,,"August 14, 2020",0,2020-08-07 3:59PM EDT,"4,504",,,
0.00,14.99,0.00,,"September 16, 2022",0,2020-08-07 3:23PM EDT,20,,,
0.00,12.73,0.00,,"September 16, 2022",0,2020-08-07 3:56PM EDT,311,,,
0.00,2.47,0.00,,"September 16, 2022",0,2020-08-07 3:50PM EDT,4,,,
0.00,2.46,0.00,,"September 16, 2022",0,2020-08-05 2:24PM EDT,2,,,
0.00,3.06,0.00,,"September 16, 2022",0,2020-08-03 3:57PM EDT,1,,,
0.00,31.10,0.00,,"June 18, 2021",0,2020-08-07 11:53AM EDT,1,,,
0.00,37.10,0.00,,"June 18, 2021",0,2020-08-05 10:09AM EDT,3,,,
0.00,44.25,0.00,,"June 18, 2021",0,2020-08-05 1:38PM EDT,3,,,
0.00,50.39,0.00,,"June 18, 2021",0,2020-08-07 11:53AM EDT,1,,,
0.00,58.15,0.00,,"June 18, 2021",0,2020-08-07 11:55AM EDT,1,,,
0.00,76.10,0.00,,"March 19, 2021",0,2020-07-24 9:43AM EDT,1,,,
0.00,84.05,0.00,,"March 19, 2021",0,2020-08-07 12:09PM EDT,1,,,
0.00,80.10,0.00,,"March 19, 2021",0,2020-08-07 12:10PM EDT,1,,,
0.00,63.35,0.00,,"March 19, 2021",0,2020-07-31 12:11PM EDT,1,,,
0.00,82.50,0.00,,"December 18, 2020",0,2020-08-07 3:10PM EDT,2,,,
0.00,81.77,0.00,,"December 18, 2020",0,2020-08-03 3:38PM EDT,31,,,
0.00,75.98,0.00,,"December 18, 2020",0,2020-08-07 10:54AM EDT,8,,,
0.00,67.94,0.00,,"December 18, 2020",0,2020-08-07 2:46PM EDT,22,,,
0.00,66.50,0.00,,"December 18, 2020",0,2020-08-06 2:08PM EDT,5,,,
0.00,1.46,0.00,,"June 17, 2022",0,2020-08-07 10:18AM EDT,7,,,
0.00,1.95,0.00,,"June 17, 2022",0,2020-08-05 2:24PM EDT,2,,,
0.92,2.87,4.55,,"June 17, 2022",396,2020-07-09 12:20PM EDT,1,,,
0.50,2.46,5.00,,"June 17, 2022",23,2020-07-07 1:17PM EDT,2,,,
0.00,3.76,0.00,,"June 17, 2022",0,2020-08-06 9:58AM EDT,2,,,
0.00,4.20,0.00,,"June 17, 2022",0,2020-07-23 1:37PM EDT,1,,,
0.00,9.75,0.00,,"September 17, 2021",0,2020-07-28 10:23AM EDT,10,,,
0.00,11.41,0.00,,"September 17, 2021",0,2020-08-07 2:08PM EDT,1,,,
0.00,11.71,0.00,,"September 17, 2021",0,2020-08-05 11:49AM EDT,6,,,
0.00,14.20,0.00,,"September 17, 2021",0,2020-08-07 3:03PM EDT,1,,,
0.00,15.85,0.00,,"September 17, 2021",0,2020-08-07 3:03PM EDT,1,,,
0.00,128.90,0.00,,"January 15, 2021",4,2020-07-09 4:58PM EDT,4,,,
0.00,150.70,0.00,,"January 15, 2021",0,2020-08-03 9:30AM EDT,1,,,
139.25,140.00,140.60,,"January 15, 2021",17,2020-07-01 11:44AM EDT,1,,,
0.00,141.20,0.00,,"January 15, 2021",0,2020-08-03 9:30AM EDT,1,,,
0.00,98.70,0.00,,"October 16, 2020",0,2020-08-06 12:55PM EDT,8,,,
0.00,94.20,0.00,,"October 16, 2020",0,2020-08-06 1:16PM EDT,4,,,
0.00,89.00,0.00,,"October 16, 2020",0,2020-08-06 1:47PM EDT,13,,,
0.00,87.08,0.00,,"October 16, 2020",0,2020-08-03 2:40PM EDT,2,,,
0.00,147.12,0.00,,"September 18, 2020",0,2020-08-06 9:51AM EDT,2,,,
0.00,142.64,0.00,,"September 18, 2020",0,2020-08-03 10:24AM EDT,1,,,
0.00,132.95,0.00,,"September 18, 2020",0,2020-07-20 12:27PM EDT,4,,,
120.80,119.55,122.10,,"September 18, 2020",18,2020-06-26 9:31AM EDT,1,,,
0.00,126.95,0.00,,"September 18, 2020",0,2020-08-04 3:43PM EDT,1,,,
0.00,113.39,0.00,,"September 18, 2020",0,2020-07-30 12:56PM EDT,2,,,
0.00,15.27,0.00,,"February 19, 2021",-,2020-08-07 1:28PM EDT,10,,,
0.00,20.25,0.00,,"February 19, 2021",-,2020-08-07 11:21AM EDT,2,,,
0.00,13.27,0.00,,"January 21, 2022",0,2020-08-07 3:38PM EDT,26,,,
0.00,11.60,0.00,,"January 21, 2022",0,2020-08-07 2:00PM EDT,43,,,
0.00,9.93,0.00,,"January 21, 2022",0,2020-08-07 12:59PM EDT,36,,,
0.00,7.43,0.00,,"January 21, 2022",0,2020-08-07 1:27PM EDT,9,,,
0.00,38.00,0.00,,"November 20, 2020",0,2020-08-07 3:59PM EDT,4,,,
0.00,35.63,0.00,,"November 20, 2020",0,2020-08-07 10:50AM EDT,3,,,
0.00,30.15,0.00,,"November 20, 2020",0,2020-08-07 1:32PM EDT,21,,,
0.00,27.11,0.00,,"November 20, 2020",0,2020-08-07 12:08PM EDT,6,,,
0.00,23.40,0.00,,"November 20, 2020",0,2020-08-07 2:55PM EDT,81,,,
0.00,11.70,0.00,,"September 25, 2020",0,2020-08-07 3:59PM EDT,53,,,
0.00,10.50,0.00,,"September 25, 2020",0,2020-08-07 3:46PM EDT,94,,,
0.00,9.20,0.00,,"September 25, 2020",0,2020-08-07 3:59PM EDT,284,,,
0.00,8.12,0.00,,"September 25, 2020",0,2020-08-07 3:59PM EDT,86,,,
0.00,7.05,0.00,,"September 25, 2020",0,2020-08-07 3:53PM EDT,111,,,
0.00,10.72,0.00,,"March 18, 2022",6,2020-07-09 4:58PM EDT,2,,,
0.00,6.15,0.00,,"March 18, 2022",0,2020-07-24 11:35AM EDT,1,,,
0.00,6.35,0.00,,"March 18, 2022",0,2020-08-04 10:28AM EDT,2,,,
0.00,8.50,0.00,,"March 18, 2022",0,2020-07-17 9:36AM EDT,1,,,
0.00,9.76,0.00,,"March 18, 2022",0,2020-08-07 2:35PM EDT,3,,,
0.00,4.90,0.00,,"August 14, 2020",0,2020-08-07 3:59PM EDT,"3,455",,,
0.00,6.35,0.00,,"August 14, 2020",0,2020-08-07 3:49PM EDT,857,,,
0.00,8.74,0.00,,"August 14, 2020",0,2020-08-07 3:58PM EDT,145,,,
0.00,10.75,0.00,,"August 14, 2020",0,2020-08-07 12:52PM EDT,9,,,
0.00,3.50,0.00,,"September 16, 2022",0,2020-08-06 3:38PM EDT,2,,,
0.00,4.20,0.00,,"September 16, 2022",0,2020-08-07 2:42PM EDT,1,,,
0.00,5.00,0.00,,"September 16, 2022",0,2020-07-28 1:02PM EDT,2,,,
0.00,5.20,0.00,,"September 16, 2022",0,2020-08-03 3:56PM EDT,1,,,
0.00,76.43,0.00,,"June 18, 2021",0,2020-07-24 9:47AM EDT,1,,,
0.00,73.21,0.00,,"June 18, 2021",0,2020-08-04 9:30AM EDT,1,,,
0.00,73.58,0.00,,"March 19, 2021",0,2020-08-06 3:30PM EDT,3,,,
0.00,65.50,0.00,,"March 19, 2021",0,2020-08-07 2:40PM EDT,8,,,
0.00,64.17,0.00,,"March 19, 2021",0,2020-08-06 2:16PM EDT,2,,,
0.00,58.06,0.00,,"March 19, 2021",0,2020-08-07 3:57PM EDT,6,,,
0.00,61.00,0.00,,"December 18, 2020",0,2020-08-06 12:52PM EDT,5,,,
0.00,55.85,0.00,,"December 18, 2020",0,2020-08-07 12:05PM EDT,13,,,
0.00,50.35,0.00,,"December 18, 2020",0,2020-08-06 9:38AM EDT,1,,,
0.00,47.59,0.00,,"December 18, 2020",0,2020-08-06 12:37PM EDT,3,,,
0.00,42.12,0.00,,"December 18, 2020",0,2020-08-07 2:07PM EDT,2,,,
0.00,38.27,0.00,,"December 18, 2020",0,2020-08-07 1:25PM EDT,1,,,
0.00,3.91,0.00,,"June 17, 2022",0,2020-08-07 9:42AM EDT,2,,,
4.05,6.57,8.50,,"June 17, 2022",405,2020-06-18 3:53PM EDT,3,,,
0.00,6.16,0.00,,"June 17, 2022",0,2020-08-05 1:08PM EDT,2,,,
0.00,6.33,0.00,,"June 17, 2022",0,2020-08-03 3:22PM EDT,5,,,
0.00,7.50,0.00,,"June 17, 2022",0,2020-07-22 3:15PM EDT,2,,,
0.00,16.27,0.00,,"September 17, 2021",0,2020-08-06 1:44PM EDT,14,,,
0.00,16.50,0.00,,"September 17, 2021",0,2020-08-03 3:57PM EDT,84,,,
0.00,20.60,0.00,,"September 17, 2021",0,2020-08-06 9:42AM EDT,2,,,
0.00,23.40,0.00,,"September 17, 2021",0,2020-08-07 3:56PM EDT,2,,,
0.00,140.33,0.00,,"January 15, 2021",0,2020-08-07 9:48AM EDT,9,,,
0.00,123.75,0.00,,"January 15, 2021",0,2020-07-31 3:16PM EDT,5,,,
0.00,128.00,0.00,,"January 15, 2021",0,2020-08-06 10:07AM EDT,2,,,
0.00,77.28,0.00,,"October 16, 2020",0,2020-08-07 3:38PM EDT,24,,,
0.00,72.40,0.00,,"October 16, 2020",0,2020-08-07 3:05PM EDT,4,,,
0.00,67.50,0.00,,"October 16, 2020",0,2020-08-06 10:44AM EDT,2,,,
0.00,62.72,0.00,,"October 16, 2020",0,2020-08-07 3:56PM EDT,29,,,
0.00,58.24,0.00,,"October 16, 2020",0,2020-08-05 3:30PM EDT,1,,,
0.00,53.55,0.00,,"October 16, 2020",0,2020-08-07 12:57PM EDT,12,,,
0.00,47.66,0.00,,"October 16, 2020",0,2020-08-07 3:18PM EDT,1,,,
0.00,46.25,0.00,,"October 16, 2020",0,2020-08-07 10:53AM EDT,4,,,
0.00,39.33,0.00,,"October 16, 2020",0,2020-08-07 3:09PM EDT,48,,,
0.00,89.60,0.00,,"September 18, 2020",0,2020-07-09 4:57PM EDT,220,,,
0.00,115.80,0.00,,"September 18, 2020",0,2020-08-06 3:41PM EDT,2,,,
0.00,105.10,0.00,,"September 18, 2020",0,2020-07-22 1:06PM EDT,10,,,
0.00,102.73,0.00,,"September 18, 2020",0,2020-08-05 11:45AM EDT,1,,,
0.00,98.30,0.00,,"September 18, 2020",0,2020-08-06 12:41PM EDT,4,,,
0.00,91.94,0.00,,"September 18, 2020",0,2020-08-07 2:01PM EDT,2,,,
0.00,88.39,0.00,,"September 18, 2020",0,2020-08-06 12:45PM EDT,4,,,
0.00,81.34,0.00,,"September 18, 2020",0,2020-08-07 1:59PM EDT,3,,,
0.00,0.76,0.00,,"January 21, 2022",0,2020-08-07 10:19AM EDT,4,,,
0.00,0.93,0.00,,"January 21, 2022",0,2020-08-07 9:41AM EDT,70,,,
0.00,1.33,0.00,,"January 21, 2022",0,2020-08-07 2:22PM EDT,889,,,
0.00,1.38,0.00,,"January 21, 2022",0,2020-08-07 10:10AM EDT,58,,,
0.00,1.70,0.00,,"January 21, 2022",0,2020-08-07 12:45PM EDT,77,,,
0.00,1.70,0.00,,"January 21, 2022",0,2020-08-03 11:30AM EDT,2,,,
0.00,20.87,0.00,,"November 20, 2020",0,2020-08-07 3:58PM EDT,24,,,
0.00,18.08,0.00,,"November 20, 2020",0,2020-08-07 3:54PM EDT,165,,,
0.00,15.60,0.00,,"November 20, 2020",0,2020-08-07 3:59PM EDT,394,,,
0.00,13.75,0.00,,"November 20, 2020",0,2020-08-07 3:48PM EDT,593,,,
0.00,11.45,0.00,,"November 20, 2020",0,2020-08-07 3:51PM EDT,66,,,
0.00,9.65,0.00,,"November 20, 2020",0,2020-08-07 3:59PM EDT,140,,,
0.00,7.92,0.00,,"November 20, 2020",0,2020-08-07 3:28PM EDT,65,,,
