ask,bid,change,contract_name,expiration,implied_volatility,last_trade,open_interest,option_type,perc_change,strike,volume
0.86,1.43,1.55,GRPN201016P00018000,"October 16, 2020",51,2020-08-07 2:05PM EDT,4,put,0.00,18.00,-
1.20,1.80,1.78,GRPN201016P00019000,"October 16, 2020",88,2020-08-07 3:59PM EDT,30,put,0.00,19.00,-
14.15,16.70,17.50,GRPN200814C00009000,"August 14, 2020",1,2020-08-07 2:18PM EDT,1,call,0.00,9.00,-
1.57,1.72,1.80,GRPN200918C00030000,"September 18, 2020",97,2020-08-10 9:31AM EDT,52,call,-0.78,30.00,-31.20%
0.89,0.94,1.20,GRPN200918C00035000,"September 18, 2020",656,2020-08-10 11:37AM EDT,167,call,-0.71,35.00,-43.03%
0.00,0.14,0.49,GRPN200918P00005000,"September 18, 2020",1,2020-07-08 9:33AM EDT,-,put,0.00,5.00,-
0.00,0.11,0.31,GRPN200918P00006000,"September 18, 2020",90,2020-08-06 3:28PM EDT,1,put,-0.07,6.00,-38.89%
0.00,0.25,0.42,GRPN200918P00010000,"September 18, 2020",275,2020-08-06 3:28PM EDT,271,put,0.00,10.00,-
0.00,0.50,0.46,GRPN200918P00011000,"September 18, 2020",10,2020-08-04 10:14AM EDT,-,put,0.00,11.00,-
0.00,0.05,0.00,GRPN210115C00005500,"January 15, 2021",0,2020-06-10 3:47PM EDT,32,call,0.00,5.50,-
0.00,0.08,0.00,GRPN210115C00007000,"January 15, 2021",0,2020-06-10 10:40AM EDT,6,call,0.00,7.00,-
15.05,15.50,16.60,GRPN210115C00010000,"January 15, 2021",12,2020-08-10 9:32AM EDT,7,call,+1.50,10.00,+10.71%
12.55,10.10,13.95,GRPN210115C00013000,"January 15, 2021",1,2020-08-07 9:31AM EDT,2,call,0.00,13.00,-
11.30,12.35,12.30,GRPN210115C00015000,"January 15, 2021",15,2020-08-07 2:06PM EDT,30,call,0.00,15.00,-
10.55,11.40,11.55,GRPN210115C00016000,"January 15, 2021",4,2020-08-10 11:43AM EDT,20,call,+0.10,16.00,+0.88%
9.95,10.00,10.90,GRPN210115C00017000,"January 15, 2021",12,2020-08-07 10:46AM EDT,6,call,0.00,17.00,-
9.30,10.60,10.25,GRPN210115C00018000,"January 15, 2021",10,2020-08-07 2:10PM EDT,21,call,0.00,18.00,-
8.35,7.55,9.10,GRPN210115C00020000,"January 15, 2021",13,2020-08-07 11:13AM EDT,8,call,0.00,20.00,-
2.21,2.30,2.74,GRPN200911C00027000,"September 11, 2020",2,2020-08-07 10:14AM EDT,2,call,+0.60,27.00,+35.29%
1.56,2.73,2.24,GRPN200911C00028000,"September 11, 2020",3,2020-08-10 9:31AM EDT,1,call,+0.63,28.00,+30.00%
1.53,1.97,2.11,GRPN200911C00029000,"September 11, 2020",35,2020-08-07 3:15PM EDT,4,call,-0.58,29.00,-22.75%
1.39,1.32,1.86,GRPN200911C00030000,"September 11, 2020",24,2020-08-10 9:31AM EDT,16,call,-0.91,30.00,-40.81%
0.95,1.00,1.67,GRPN200911C00031000,"September 11, 2020",8,2020-08-10 9:30AM EDT,1,call,-0.77,31.00,-43.50%
0.74,1.37,1.64,GRPN200911C00032000,"September 11, 2020",2,2020-08-10 10:11AM EDT,1,call,+0.61,32.00,+80.26%
0.91,0.93,1.18,GRPN200911C00033000,"September 11, 2020",30,2020-08-10 9:36AM EDT,9,call,-0.73,33.00,-43.98%
0.00,0.30,0.99,GRPN200911P00012500,"September 11, 2020",4,2020-08-07 3:44PM EDT,4,put,0.00,12.50,-
0.04,1.21,1.02,GRPN200911P00013500,"September 11, 2020",15,2020-08-03 3:17PM EDT,15,put,0.00,13.50,-
5.40,7.85,8.30,GRPN220121C00040000,"January 21, 2022",178,2020-08-07 3:46PM EDT,1,call,+0.61,40.00,+8.43%
0.00,0.14,0.00,GRPN220121P00000500,"January 21, 2022",0,2020-06-10 3:33PM EDT,14,put,0.00,0.50,-
0.00,0.46,0.00,GRPN220121P00001000,"January 21, 2022",0,2020-06-10 11:48AM EDT,6,put,0.00,1.00,-
0.00,0.80,0.00,GRPN220121P00001500,"January 21, 2022",0,2020-06-10 11:50AM EDT,4,put,0.00,1.50,-
0.00,1.16,0.00,GRPN220121P00002000,"January 21, 2022",0,2020-06-10 11:52AM EDT,6,put,0.00,2.00,-
0.00,1.59,0.00,GRPN220121P00002500,"January 21, 2022",0,2020-06-10 11:54AM EDT,4,put,0.00,2.50,-
0.25,0.25,0.74,GRPN220121P00003000,"January 21, 2022",4,2020-08-10 11:35AM EDT,15,put,-0.44,3.00,-63.77%
1.59,1.59,2.12,GRPN201016P00020000,"October 16, 2020",67,2020-08-10 11:04AM EDT,5,put,-0.54,20.00,-25.35%
1.93,2.48,2.38,GRPN201016P00021000,"October 16, 2020",78,2020-08-07 3:52PM EDT,83,put,0.00,21.00,-
2.23,2.75,2.80,GRPN201016P00022000,"October 16, 2020",27,2020-08-07 2:55PM EDT,28,put,0.00,22.00,-
2.76,3.00,3.20,GRPN201016P00023000,"October 16, 2020",37,2020-08-10 11:08AM EDT,3,put,-0.40,23.00,-11.76%
3.30,3.55,3.70,GRPN201016P00024000,"October 16, 2020",13,2020-08-07 2:48PM EDT,5,put,-0.01,24.00,-0.28%
3.65,4.35,4.20,GRPN201016P00025000,"October 16, 2020",78,2020-08-10 9:30AM EDT,3,put,+0.10,25.00,+2.35%
4.35,4.40,4.80,GRPN201016P00026000,"October 16, 2020",16,2020-08-07 3:16PM EDT,19,put,0.00,26.00,-
12.15,12.65,15.65,GRPN200814C00011000,"August 14, 2020",2,2020-08-07 12:02PM EDT,4,call,0.00,11.00,-
12.40,6.10,16.20,GRPN200814C00012000,"August 14, 2020",0,2020-07-08 3:16PM EDT,-,call,0.00,12.00,-
10.20,11.50,12.50,GRPN200814C00014000,"August 14, 2020",1,2020-08-07 2:31PM EDT,2,call,0.00,14.00,-
10.25,7.00,11.30,GRPN200814C00014500,"August 14, 2020",5,2020-08-07 9:31AM EDT,5,call,0.00,14.50,-
9.65,8.00,10.85,GRPN200814C00015000,"August 14, 2020",6,2020-08-07 9:54AM EDT,5,call,0.00,15.00,-
9.35,9.00,10.40,GRPN200814C00015500,"August 14, 2020",6,2020-08-10 10:18AM EDT,1,call,-1.46,15.50,-13.96%
8.80,9.55,9.85,GRPN200814C00016000,"August 14, 2020",8,2020-08-07 2:29PM EDT,13,call,0.00,16.00,-
8.40,10.00,9.30,GRPN200814C00016500,"August 14, 2020",11,2020-08-07 2:17PM EDT,9,call,0.00,16.50,-
7.75,8.25,8.80,GRPN200814C00017000,"August 14, 2020",47,2020-08-07 3:58PM EDT,65,call,0.00,17.00,-
7.15,8.09,8.30,GRPN200814C00017500,"August 14, 2020",28,2020-08-07 2:03PM EDT,48,call,0.00,17.50,-
0.02,0.40,0.52,GRPN200918P00012000,"September 18, 2020",287,2020-08-07 2:41PM EDT,108,put,0.00,12.00,-
0.16,0.33,0.40,GRPN200918P00013000,"September 18, 2020",24,2020-08-10 10:08AM EDT,6,put,-0.07,13.00,-17.50%
0.27,0.40,0.54,GRPN200918P00014000,"September 18, 2020",23,2020-08-07 10:04AM EDT,1,put,0.00,14.00,-
0.36,0.52,0.66,GRPN200918P00015000,"September 18, 2020",116,2020-08-10 9:36AM EDT,2,put,-0.23,15.00,-30.67%
0.45,0.65,0.74,GRPN200918P00016000,"September 18, 2020",10,2020-08-07 3:16PM EDT,7,put,0.00,16.00,-
0.55,0.69,0.87,GRPN200918P00017000,"September 18, 2020",88,2020-08-10 10:29AM EDT,6,put,-0.11,17.00,-13.75%
0.57,1.10,1.05,GRPN200918P00018000,"September 18, 2020",37,2020-08-07 3:45PM EDT,47,put,0.00,18.00,-
0.82,1.25,1.24,GRPN200918P00019000,"September 18, 2020",18,2020-08-07 3:44PM EDT,22,put,0.00,19.00,-
1.02,1.30,1.56,GRPN200918P00020000,"September 18, 2020",26,2020-08-10 10:46AM EDT,23,put,+0.04,20.00,+3.17%
7.65,5.60,8.60,GRPN210115C00021000,"January 15, 2021",47,2020-08-07 9:31AM EDT,5,call,0.00,21.00,-
7.20,8.05,8.00,GRPN210115C00022000,"January 15, 2021",6,2020-08-07 2:04PM EDT,1,call,0.00,22.00,-
6.65,7.15,7.55,GRPN210115C00023000,"January 15, 2021",36,2020-08-10 10:11AM EDT,1,call,-0.74,23.00,-9.38%
6.80,6.60,7.35,GRPN210115C00024000,"January 15, 2021",122,2020-08-10 10:28AM EDT,101,call,-2.25,24.00,-25.42%
5.90,6.80,6.90,GRPN210115C00025000,"January 15, 2021",64,2020-08-10 9:50AM EDT,7,call,+0.55,25.00,+8.80%
5.30,6.70,6.55,GRPN210115C00026000,"January 15, 2021",22,2020-08-07 3:54PM EDT,15,call,0.00,26.00,-
5.10,5.60,6.20,GRPN210115C00027000,"January 15, 2021",121,2020-08-10 9:53AM EDT,2,call,-0.90,27.00,-13.85%
0.21,1.24,0.85,GRPN200911P00014500,"September 11, 2020",2,2020-08-05 12:55PM EDT,2,put,0.00,14.50,-
0.37,0.69,1.06,GRPN200911P00016500,"September 11, 2020",1,2020-08-07 10:06AM EDT,1,put,0.00,16.50,-
0.14,0.85,0.97,GRPN200911P00017500,"September 11, 2020",10,2020-08-07 3:03PM EDT,10,put,0.00,17.50,-
0.62,1.20,1.06,GRPN200911P00018000,"September 11, 2020",1,2020-08-10 9:30AM EDT,1,put,+0.20,18.00,+20.00%
0.66,0.96,1.28,GRPN200911P00019000,"September 11, 2020",0,2020-08-07 2:49PM EDT,2,put,0.00,19.00,-
0.58,1.42,1.52,GRPN200911P00020000,"September 11, 2020",25,2020-08-10 9:54AM EDT,1,put,-0.05,20.00,-3.40%
1.09,1.60,1.58,GRPN200911P00020500,"September 11, 2020",3,2020-08-07 3:44PM EDT,3,put,0.00,20.50,-
0.00,2.47,0.00,GRPN220121P00003500,"January 21, 2022",0,2020-06-10 11:59AM EDT,6,put,0.00,3.50,-
0.00,2.94,0.00,GRPN220121P00004000,"January 21, 2022",0,2020-06-10 12:00PM EDT,2,put,0.00,4.00,-
0.00,3.88,0.00,GRPN220121P00005000,"January 21, 2022",0,2020-05-26 10:01AM EDT,5,put,0.00,5.00,-
0.00,4.15,0.00,GRPN220121P00005500,"January 21, 2022",0,2020-06-05 9:30AM EDT,1,put,0.00,5.50,-
1.92,3.70,2.50,GRPN220121P00010000,"January 21, 2022",11,2020-07-27 11:36AM EDT,5,put,0.00,10.00,-
3.00,3.80,4.45,GRPN220121P00013000,"January 21, 2022",34,2020-08-07 11:04AM EDT,1,put,0.00,13.00,-
3.95,4.75,5.45,GRPN220121P00015000,"January 21, 2022",4,2020-08-10 9:39AM EDT,5,put,0.00,15.00,-
7.00,10.20,8.25,GRPN220121P00020000,"January 21, 2022",2,2020-07-27 11:36AM EDT,2,put,0.00,20.00,-
4.70,5.60,5.45,GRPN201016P00027000,"October 16, 2020",4,2020-08-07 2:18PM EDT,4,put,0.00,27.00,-
8.45,15.55,9.05,GRPN201016P00032000,"October 16, 2020",10,2020-07-15 9:34AM EDT,10,put,0.00,32.00,-
11.70,19.80,12.55,GRPN201016P00036000,"October 16, 2020",1,2020-07-13 9:58AM EDT,-,put,0.00,36.00,-
12.35,20.15,13.90,GRPN201016P00037000,"October 16, 2020",10,2020-07-15 9:35AM EDT,10,put,0.00,37.00,-
6.80,7.00,7.75,GRPN200814C00018000,"August 14, 2020",57,2020-08-07 1:27PM EDT,126,call,0.00,18.00,-
5.90,6.30,7.30,GRPN200814C00018500,"August 14, 2020",2,2020-08-07 10:51AM EDT,1,call,0.00,18.50,-
5.90,6.60,6.80,GRPN200814C00019000,"August 14, 2020",47,2020-08-07 1:57PM EDT,17,call,0.00,19.00,-
5.45,6.20,6.15,GRPN200814C00019500,"August 14, 2020",5,2020-08-07 2:31PM EDT,1,call,-0.15,19.50,-2.36%
5.30,6.90,5.85,GRPN200814C00020000,"August 14, 2020",12,2020-08-07 2:05PM EDT,5,call,+0.30,20.00,+4.55%
4.55,5.20,5.80,GRPN200814C00020500,"August 14, 2020",50,2020-08-10 11:10AM EDT,17,call,-0.75,20.50,-12.61%
4.45,4.60,5.40,GRPN200814C00021000,"August 14, 2020",132,2020-08-10 10:48AM EDT,1,call,-1.20,21.00,-20.69%
1.32,1.55,1.81,GRPN200918P00021000,"September 18, 2020",14,2020-08-10 10:52AM EDT,1,put,-0.05,21.00,-3.13%
1.64,1.90,1.87,GRPN200918P00022000,"September 18, 2020",22,2020-08-07 3:58PM EDT,2,put,-0.20,22.00,-9.52%
2.12,2.17,2.46,GRPN200918P00023000,"September 18, 2020",43,2020-08-10 11:26AM EDT,512,put,-0.63,23.00,-22.50%
2.99,3.15,3.30,GRPN200918P00025000,"September 18, 2020",62,2020-08-10 11:07AM EDT,7,put,-0.45,25.00,-12.50%
3.60,3.80,3.85,GRPN200918P00026000,"September 18, 2020",9,2020-08-07 3:04PM EDT,9,put,0.00,26.00,-
4.25,4.35,4.45,GRPN200918P00027000,"September 18, 2020",3,2020-08-10 11:09AM EDT,2,put,-0.44,27.00,-9.19%
4.85,5.40,5.15,GRPN200918P00028000,"September 18, 2020",307,2020-08-10 9:45AM EDT,16,put,+0.25,28.00,+4.85%
6.35,6.88,6.75,GRPN200918P00030000,"September 18, 2020",1,2020-08-07 1:05PM EDT,1,put,0.00,30.00,-
4.85,5.90,5.65,GRPN210115C00028000,"January 15, 2021",21,2020-08-07 3:22PM EDT,20,call,0.00,28.00,-
4.35,4.95,5.35,GRPN210115C00029000,"January 15, 2021",12,2020-08-10 11:13AM EDT,1,call,-1.10,29.00,-18.18%
4.50,4.50,5.15,GRPN210115C00030000,"January 15, 2021",161,2020-08-10 11:45AM EDT,12,call,-1.50,30.00,-25.00%
3.80,4.00,4.80,GRPN210115C00031000,"January 15, 2021",3,2020-08-07 10:35AM EDT,4,call,0.00,31.00,-
3.70,4.25,4.70,GRPN210115C00032000,"January 15, 2021",2,2020-08-07 12:28PM EDT,3,call,0.00,32.00,-
2.59,4.30,4.40,GRPN210115C00033000,"January 15, 2021",9,2020-08-07 2:10PM EDT,9,call,0.00,33.00,-
3.30,4.30,4.10,GRPN210115C00034000,"January 15, 2021",1,2020-08-07 2:51PM EDT,1,call,0.00,34.00,-
1.15,1.62,1.66,GRPN200911P00021000,"September 11, 2020",3,2020-08-07 3:32PM EDT,1,put,-0.19,21.00,-10.50%
1.48,2.71,1.91,GRPN200911P00022000,"September 11, 2020",2,2020-08-07 10:18AM EDT,2,put,0.00,22.00,-
1.81,2.37,2.41,GRPN200911P00023000,"September 11, 2020",29,2020-08-07 3:25PM EDT,29,put,0.00,23.00,-
2.29,3.00,2.84,GRPN200911P00024000,"September 11, 2020",1,2020-08-07 3:38PM EDT,1,put,0.00,24.00,-
2.71,3.45,3.35,GRPN200911P00025000,"September 11, 2020",6,2020-08-07 3:57PM EDT,1,put,-0.15,25.00,-4.17%
3.35,3.70,3.90,GRPN200911P00026000,"September 11, 2020",1,2020-08-07 10:52AM EDT,1,put,-0.80,26.00,-17.78%
3.90,5.00,4.45,GRPN200911P00027000,"September 11, 2020",1,2020-08-07 12:49PM EDT,1,put,0.00,27.00,-
10.05,11.00,11.70,GRPN220121P00025000,"January 21, 2022",1,2020-08-07 1:26PM EDT,1,put,0.00,25.00,-
20.95,21.40,22.65,GRPN220121P00035000,"January 21, 2022",2,2020-06-17 11:06AM EDT,-,put,0.00,35.00,-
2.90,4.50,4.50,GRPN200814C00021500,"August 14, 2020",129,2020-08-10 11:26AM EDT,6,call,-1.00,21.50,-18.18%
2.70,5.05,4.65,GRPN200814C00022000,"August 14, 2020",34,2020-08-07 3:50PM EDT,5,call,+0.55,22.00,+12.22%
2.77,3.50,3.90,GRPN200814C00022500,"August 14, 2020",84,2020-08-10 11:03AM EDT,29,call,-0.80,22.50,-18.60%
2.34,2.70,3.45,GRPN200814C00023000,"August 14, 2020",269,2020-08-10 10:08AM EDT,43,call,-1.30,23.00,-32.50%
2.40,2.40,2.92,GRPN200814C00023500,"August 14, 2020",125,2020-08-10 11:39AM EDT,44,call,-0.80,23.50,-25.00%
1.90,2.50,2.32,GRPN200814C00024000,"August 14, 2020",298,2020-08-10 10:47AM EDT,131,call,-0.85,24.00,-25.37%
1.51,1.98,1.97,GRPN200814C00025000,"August 14, 2020",944,2020-08-10 11:13AM EDT,686,call,-0.70,25.00,-26.12%
3.10,3.40,4.00,GRPN210115C00035000,"January 15, 2021",15,2020-08-10 10:03AM EDT,81,call,-0.60,35.00,-15.00%
2.83,2.20,3.80,GRPN210115C00036000,"January 15, 2021",5,2020-08-07 11:47AM EDT,1,call,0.00,36.00,-
2.23,1.99,3.50,GRPN210115C00037000,"January 15, 2021",2,2020-08-07 9:51AM EDT,2,call,0.00,37.00,-
2.05,0.82,3.65,GRPN210115C00038000,"January 15, 2021",8,2020-08-04 12:51PM EDT,8,call,0.00,38.00,-
1.79,0.74,3.30,GRPN210115C00039000,"January 15, 2021",1,2020-08-03 2:10PM EDT,1,call,0.00,39.00,-
1.95,2.22,3.05,GRPN210115C00040000,"January 15, 2021",12,2020-08-10 11:29AM EDT,23,call,-0.03,40.00,-1.33%
2.12,3.00,2.89,GRPN210115C00041000,"January 15, 2021",39,2020-08-07 2:41PM EDT,24,call,0.00,41.00,-
0.00,0.08,0.00,GRPN210115P00000500,"January 15, 2021",0,2020-06-10 12:16PM EDT,7,put,0.00,0.50,-
4.60,5.50,5.20,GRPN200911P00028000,"September 11, 2020",1,2020-08-07 12:34PM EDT,1,put,0.00,28.00,-
1.10,1.23,1.35,GRPN200814C00026000,"August 14, 2020",293,2020-08-10 11:35AM EDT,521,call,-1.07,26.00,-46.52%
0.78,0.95,1.00,GRPN200814C00027000,"August 14, 2020",193,2020-08-10 11:08AM EDT,403,call,-1.01,27.00,-51.53%
0.52,0.86,0.82,GRPN200814C00028000,"August 14, 2020",103,2020-08-10 11:04AM EDT,120,call,-0.58,28.00,-40.28%
0.43,0.61,0.74,GRPN200814C00029000,"August 14, 2020",32,2020-08-10 11:05AM EDT,19,call,-0.69,29.00,-53.08%
0.35,0.46,0.50,GRPN200814C00030000,"August 14, 2020",996,2020-08-10 10:58AM EDT,265,call,-0.81,30.00,-63.78%
0.20,0.41,0.49,GRPN200814C00031000,"August 14, 2020",22,2020-08-10 11:23AM EDT,40,call,-0.68,31.00,-62.39%
0.15,0.20,0.20,GRPN200814C00032000,"August 14, 2020",30,2020-08-10 11:47AM EDT,97,call,-0.85,32.00,-80.95%
0.11,0.30,0.33,GRPN200814C00033000,"August 14, 2020",32,2020-08-10 10:12AM EDT,19,call,-0.54,33.00,-64.29%
0.00,0.28,0.00,GRPN210115P00001000,"January 15, 2021",0,2020-06-10 2:03PM EDT,20,put,0.00,1.00,-
0.00,0.54,0.00,GRPN210115P00001500,"January 15, 2021",0,2020-06-10 11:41AM EDT,4,put,0.00,1.50,-
0.00,0.92,0.00,GRPN210115P00002000,"January 15, 2021",0,2020-06-10 2:01PM EDT,6,put,0.00,2.00,-
0.00,1.33,0.00,GRPN210115P00002500,"January 15, 2021",0,2020-06-10 11:24AM EDT,2,put,0.00,2.50,-
0.00,0.20,0.32,GRPN210115P00003000,"January 15, 2021",22,2020-07-15 10:05AM EDT,10,put,0.00,3.00,-
0.00,2.65,0.00,GRPN210115P00003500,"January 15, 2021",220,2020-04-14 9:36AM EDT,1,put,0.00,3.50,-
2.48,3.50,3.90,GRPN210115P00004000,"January 15, 2021",94,2020-03-17 2:35PM EDT,128,put,0.00,4.00,-
0.05,0.30,0.24,GRPN200814C00034000,"August 14, 2020",17,2020-08-10 9:36AM EDT,25,call,-0.42,34.00,-58.33%
0.05,0.05,0.11,GRPN200814C00035000,"August 14, 2020",178,2020-08-10 11:08AM EDT,269,call,-0.62,35.00,-92.54%
0.00,0.01,0.02,GRPN200814P00009000,"August 14, 2020",1,2020-08-07 9:31AM EDT,1,put,0.00,9.00,-
0.00,0.02,0.02,GRPN200814P00010000,"August 14, 2020",5,2020-08-07 1:51PM EDT,5,put,0.00,10.00,-
0.01,0.02,0.02,GRPN200814P00011000,"August 14, 2020",453,2020-08-10 11:28AM EDT,4,put,0.00,11.00,-
0.00,0.10,0.75,GRPN200814P00012000,"August 14, 2020",15,2020-08-07 3:23PM EDT,1,put,-0.03,12.00,-23.08%
0.01,0.04,0.03,GRPN200814P00013000,"August 14, 2020",62,2020-08-10 9:31AM EDT,12,put,+0.01,13.00,+33.33%
0.00,3.12,0.00,GRPN210115P00004500,"January 15, 2021",0,2020-06-10 11:42AM EDT,2,put,0.00,4.50,-
0.05,0.17,0.25,GRPN210115P00005000,"January 15, 2021",10,2020-08-10 11:39AM EDT,26,put,-0.03,5.00,-15.00%
3.85,4.35,3.95,GRPN210115P00005500,"January 15, 2021",0,2020-05-13 7:02PM EDT,2,put,0.00,5.50,-
0.00,5.50,0.00,GRPN210115P00007000,"January 15, 2021",0,2020-05-21 12:05PM EDT,1,put,0.00,7.00,-
0.30,0.70,0.88,GRPN210115P00010000,"January 15, 2021",12,2020-08-07 10:00AM EDT,15,put,-0.69,10.00,-49.64%
0.82,1.60,1.51,GRPN210115P00013000,"January 15, 2021",34,2020-08-07 2:28PM EDT,27,put,0.00,13.00,-
1.33,3.40,2.06,GRPN210115P00015000,"January 15, 2021",2,2020-08-05 10:36AM EDT,2,put,0.00,15.00,-
1.19,2.03,2.29,GRPN210115P00016000,"January 15, 2021",61,2020-08-10 9:31AM EDT,39,put,-0.27,16.00,-11.74%
1.94,2.51,2.75,GRPN210115P00017000,"January 15, 2021",9,2020-08-07 1:59PM EDT,8,put,0.00,17.00,-
0.01,0.09,0.20,GRPN200814P00014000,"August 14, 2020",156,2020-08-07 3:27PM EDT,205,put,0.00,14.00,-
0.00,0.07,0.40,GRPN200814P00014500,"August 14, 2020",208,2020-08-07 3:57PM EDT,210,put,0.00,14.50,-
0.00,0.01,0.20,GRPN200814P00015000,"August 14, 2020",109,2020-08-10 10:26AM EDT,11,put,-0.05,15.00,-83.33%
0.00,0.01,0.32,GRPN200814P00015500,"August 14, 2020",43,2020-08-10 11:32AM EDT,21,put,-0.09,15.50,-90.00%
0.04,0.04,0.05,GRPN200814P00016000,"August 14, 2020",61,2020-08-10 11:11AM EDT,88,put,-0.13,16.00,-76.47%
0.00,0.01,0.10,GRPN200814P00016500,"August 14, 2020",43,2020-08-07 3:49PM EDT,1,put,-0.14,16.50,-93.33%
0.03,0.11,0.12,GRPN200814P00017000,"August 14, 2020",85,2020-08-10 9:30AM EDT,58,put,-0.09,17.00,-45.00%
