ask,bid,change,contract_name,expiration,implied_volatility,last_trade,open_interest,option_type,perc_change,strike,volume
0.04,0.04,0.10,GRPN200814P00017500,"August 14, 2020",34,2020-08-10 11:09AM EDT,54,put,-0.20,17.50,-83.33%
0.05,0.07,0.08,GRPN200814P00018000,"August 14, 2020",29,2020-08-10 11:36AM EDT,45,put,-0.27,18.00,-79.41%
0.10,0.10,0.15,GRPN200814P00018500,"August 14, 2020",15,2020-08-10 11:12AM EDT,3,put,-0.15,18.50,-60.00%
2.28,2.94,2.97,GRPN210115P00018000,"January 15, 2021",44,2020-08-07 2:01PM EDT,44,put,0.00,18.00,-
2.70,3.40,3.40,GRPN210115P00019000,"January 15, 2021",17,2020-08-07 1:31PM EDT,1,put,0.00,19.00,-
2.97,4.15,3.80,GRPN210115P00020000,"January 15, 2021",29,2020-08-07 3:38PM EDT,1,put,+0.25,20.00,+6.41%
3.65,4.20,4.20,GRPN210115P00021000,"January 15, 2021",89,2020-08-07 3:06PM EDT,67,put,0.00,21.00,-
4.15,7.90,4.85,GRPN210115P00022000,"January 15, 2021",10,2020-07-22 10:31AM EDT,-,put,0.00,22.00,-
4.70,5.50,5.30,GRPN210115P00023000,"January 15, 2021",51,2020-08-07 12:10PM EDT,51,put,0.00,23.00,-
5.25,5.87,5.85,GRPN210115P00024000,"January 15, 2021",21,2020-08-07 2:01PM EDT,20,put,0.00,24.00,-
0.04,0.40,0.20,GRPN200814P00019000,"August 14, 2020",17,2020-08-07 3:45PM EDT,16,put,0.00,19.00,-
0.03,0.15,0.19,GRPN200814P00019500,"August 14, 2020",30,2020-08-10 11:25AM EDT,74,put,-0.20,19.50,-57.14%
0.15,0.18,0.22,GRPN200814P00020000,"August 14, 2020",472,2020-08-10 11:16AM EDT,103,put,-0.39,20.00,-68.42%
0.20,0.34,0.50,GRPN200814P00020500,"August 14, 2020",67,2020-08-10 10:27AM EDT,12,put,-0.31,20.50,-47.69%
0.19,0.32,0.40,GRPN200814P00021000,"August 14, 2020",329,2020-08-10 11:00AM EDT,44,put,-0.43,21.00,-57.33%
0.18,0.40,0.45,GRPN200814P00021500,"August 14, 2020",85,2020-08-10 10:41AM EDT,39,put,-0.50,21.50,-55.56%
0.25,0.45,0.60,GRPN200814P00022000,"August 14, 2020",398,2020-08-10 11:37AM EDT,376,put,-0.50,22.00,-52.63%
5.75,5.16,6.40,GRPN210115P00025000,"January 15, 2021",16,2020-08-07 3:00PM EDT,15,put,0.00,25.00,-
6.75,12.25,7.85,GRPN210115P00027000,"January 15, 2021",100,2020-07-31 3:18PM EDT,2,put,0.00,27.00,-
11.70,11.30,14.30,GRPN210115P00028000,"January 15, 2021",1,2020-06-19 10:23AM EDT,1,put,0.00,28.00,-
12.70,10.63,14.50,GRPN210115P00029000,"January 15, 2021",1,2020-06-16 2:38PM EDT,-,put,0.00,29.00,-
17.80,20.00,19.70,GRPN210115P00041000,"January 15, 2021",1,2020-08-07 9:41AM EDT,1,put,0.00,41.00,-
0.42,0.52,0.65,GRPN200814P00022500,"August 14, 2020",89,2020-08-10 11:31AM EDT,26,put,-0.56,22.50,-51.85%
0.51,0.70,0.93,GRPN200814P00023000,"August 14, 2020",214,2020-08-10 11:38AM EDT,123,put,-0.59,23.00,-45.74%
0.80,0.92,1.04,GRPN200814P00023500,"August 14, 2020",177,2020-08-10 11:05AM EDT,38,put,-0.58,23.50,-38.67%
0.84,1.05,1.07,GRPN200814P00024000,"August 14, 2020",387,2020-08-10 11:28AM EDT,261,put,-0.58,24.00,-35.58%
1.30,1.41,1.59,GRPN200814P00025000,"August 14, 2020",215,2020-08-10 11:42AM EDT,186,put,-0.57,25.00,-28.79%
1.80,2.05,2.31,GRPN200814P00026000,"August 14, 2020",144,2020-08-10 11:17AM EDT,57,put,-0.50,26.00,-19.61%
2.38,2.54,2.97,GRPN200814P00027000,"August 14, 2020",24,2020-08-10 10:31AM EDT,10,put,-1.71,27.00,-40.24%
3.05,3.90,4.05,GRPN200814P00028000,"August 14, 2020",11,2020-08-07 3:42PM EDT,1,put,0.00,28.00,-
4.10,4.90,4.65,GRPN200814P00029000,"August 14, 2020",7,2020-08-07 3:47PM EDT,4,put,+0.15,29.00,+3.16%
4.70,5.50,5.50,GRPN200814P00030000,"August 14, 2020",5,2020-08-10 11:13AM EDT,16,put,0.00,30.00,-
5.75,6.30,6.35,GRPN200814P00031000,"August 14, 2020",1,2020-08-07 11:37AM EDT,2,put,-1.45,31.00,-18.71%
0.00,1.04,0.00,GRPN200821C00000500,"August 21, 2020",0,2020-06-10 1:00PM EDT,2,call,0.00,0.50,-
0.00,0.55,0.00,GRPN200821C00001000,"August 21, 2020",0,2020-06-10 3:52PM EDT,43,call,0.00,1.00,-
0.00,0.35,0.00,GRPN200821C00001500,"August 21, 2020",0,2020-06-10 3:57PM EDT,611,call,0.00,1.50,-
0.00,0.24,0.00,GRPN200821C00002000,"August 21, 2020",0,2020-06-10 3:58PM EDT,742,call,0.00,2.00,-
0.00,0.19,0.00,GRPN200821C00002500,"August 21, 2020",0,2020-06-10 3:53PM EDT,171,call,0.00,2.50,-
21.75,21.80,22.65,GRPN200821C00003000,"August 21, 2020",1,2020-08-07 1:04PM EDT,2,call,0.00,3.00,-
13.20,13.30,13.70,GRPN200821C00012000,"August 21, 2020",4,2020-08-07 2:02PM EDT,4,call,0.00,12.00,-
12.40,4.55,13.35,GRPN200821C00012500,"August 21, 2020",4,2020-08-04 9:49AM EDT,3,call,0.00,12.50,-
2.42,6.55,3.80,GRPN200821C00013000,"August 21, 2020",1,2020-06-29 9:42AM EDT,1,call,0.00,13.00,-
11.35,10.55,12.30,GRPN200821C00013500,"August 21, 2020",1,2020-08-07 12:07PM EDT,2,call,0.00,13.50,-
10.10,8.00,10.90,GRPN200828C00015000,"August 28, 2020",3,2020-08-07 9:34AM EDT,9,call,0.00,15.00,-
11.15,9.55,11.80,GRPN200821C00014000,"August 21, 2020",2,2020-08-07 11:07AM EDT,3,call,0.00,14.00,-
9.90,10.50,10.60,GRPN200821C00015000,"August 21, 2020","1,297",2020-08-07 3:37PM EDT,1,call,-0.90,15.00,-7.89%
9.40,1.79,10.35,GRPN200821C00015500,"August 21, 2020",15,2020-08-03 1:44PM EDT,15,call,0.00,15.50,-
8.95,10.00,9.90,GRPN200821C00016000,"August 21, 2020",162,2020-08-07 3:09PM EDT,1,call,-0.14,16.00,-1.38%
8.55,6.64,9.50,GRPN200821C00016500,"August 21, 2020",11,2020-08-07 10:01AM EDT,2,call,0.00,16.50,-
8.00,9.10,8.95,GRPN200821C00017000,"August 21, 2020",86,2020-08-07 12:06PM EDT,1,call,+1.90,17.00,+26.39%
7.65,7.35,8.50,GRPN200821C00017500,"August 21, 2020",31,2020-08-07 10:48AM EDT,26,call,0.00,17.50,-
7.20,7.90,8.05,GRPN200821C00018000,"August 21, 2020",64,2020-08-07 3:18PM EDT,60,call,0.00,18.00,-
9.45,11.05,10.45,GRPN200828C00015500,"August 28, 2020",8,2020-08-10 9:34AM EDT,4,call,+0.95,15.50,+9.41%
9.10,1.70,10.10,GRPN200828C00016000,"August 28, 2020",2,2020-07-28 2:03PM EDT,-,call,0.00,16.00,-
8.55,8.54,9.65,GRPN200828C00016500,"August 28, 2020",5,2020-08-07 1:03PM EDT,8,call,0.00,16.50,-
7.65,8.00,9.25,GRPN200828C00017000,"August 28, 2020",5,2020-08-07 12:13PM EDT,19,call,0.00,17.00,-
7.75,8.00,8.60,GRPN200828C00017500,"August 28, 2020",1,2020-08-07 12:27PM EDT,2,call,0.00,17.50,-
7.45,7.65,8.10,GRPN200828C00018000,"August 28, 2020",2,2020-08-07 1:29PM EDT,1,call,+0.30,18.00,+4.08%
6.45,6.22,7.25,GRPN200828C00019000,"August 28, 2020",1,2020-08-07 12:13PM EDT,1,call,0.00,19.00,-
6.25,1.00,8.05,GRPN200828C00019500,"August 28, 2020",1,2020-07-10 9:37AM EDT,1,call,0.00,19.50,-
6.80,7.50,7.55,GRPN200821C00018500,"August 21, 2020",88,2020-08-07 11:16AM EDT,1,call,+1.85,18.50,+32.74%
6.30,6.90,7.05,GRPN200821C00019000,"August 21, 2020",55,2020-08-07 3:08PM EDT,1,call,-1.00,19.00,-12.66%
5.75,0.67,6.65,GRPN200821C00019500,"August 21, 2020",9,2020-08-06 10:06AM EDT,4,call,0.00,19.50,-
5.75,6.50,6.45,GRPN200821C00020000,"August 21, 2020",246,2020-08-07 3:14PM EDT,1,call,-0.20,20.00,-2.99%
4.65,0.46,6.05,GRPN200821C00020500,"August 21, 2020",90,2020-08-06 3:23PM EDT,70,call,0.00,20.50,-
4.35,4.00,5.65,GRPN200821C00021000,"August 21, 2020",12,2020-08-07 11:27AM EDT,16,call,0.00,21.00,-
4.00,4.50,5.20,GRPN200821C00021500,"August 21, 2020",3,2020-08-10 9:53AM EDT,3,call,+0.40,21.50,+9.76%
5.60,4.05,6.35,GRPN200828C00020000,"August 28, 2020",4,2020-08-07 9:58AM EDT,16,call,0.00,20.00,-
5.55,1.50,7.20,GRPN200828C00020500,"August 28, 2020",1,2020-07-10 3:50PM EDT,1,call,0.00,20.50,-
4.90,4.00,5.50,GRPN200828C00021000,"August 28, 2020",5,2020-08-07 10:19AM EDT,11,call,0.00,21.00,-
3.80,5.10,5.15,GRPN200828C00022000,"August 28, 2020",19,2020-08-07 3:58PM EDT,30,call,0.00,22.00,-
3.65,4.65,4.25,GRPN200828C00023000,"August 28, 2020",10,2020-08-07 3:52PM EDT,1,call,+0.05,23.00,+1.09%
2.86,3.54,3.50,GRPN200828C00024000,"August 28, 2020",17,2020-08-10 11:08AM EDT,3,call,-0.71,24.00,-16.71%
2.57,2.87,3.10,GRPN200828C00025000,"August 28, 2020",24,2020-08-10 10:19AM EDT,13,call,-1.08,25.00,-27.34%
3.70,4.01,4.85,GRPN200821C00022000,"August 21, 2020",35,2020-08-10 10:06AM EDT,5,call,-0.99,22.00,-19.80%
3.35,3.85,4.50,GRPN200821C00022500,"August 21, 2020",26,2020-08-10 9:50AM EDT,27,call,-0.90,22.50,-18.95%
3.25,3.40,3.95,GRPN200821C00023000,"August 21, 2020",185,2020-08-10 10:37AM EDT,32,call,-0.70,23.00,-17.07%
2.93,3.00,3.70,GRPN200821C00023500,"August 21, 2020",12,2020-08-10 9:30AM EDT,10,call,-1.00,23.50,-25.00%
2.65,2.91,3.25,GRPN200821C00024000,"August 21, 2020",102,2020-08-10 10:47AM EDT,24,call,-0.99,24.00,-25.38%
2.38,2.38,2.63,GRPN200821C00025000,"August 21, 2020",388,2020-08-10 11:17AM EDT,225,call,-1.07,25.00,-31.01%
1.85,2.05,2.19,GRPN200821C00026000,"August 21, 2020",59,2020-08-10 10:58AM EDT,64,call,-0.64,26.00,-23.79%
1.56,1.85,1.91,GRPN200821C00027000,"August 21, 2020",123,2020-08-10 10:10AM EDT,53,call,-0.64,27.00,-25.70%
1.21,1.50,1.79,GRPN200821C00028000,"August 21, 2020",361,2020-08-10 9:40AM EDT,24,call,-0.72,28.00,-32.43%
2.10,2.20,2.69,GRPN200828C00026000,"August 28, 2020",10,2020-08-10 10:07AM EDT,13,call,-1.00,26.00,-31.25%
1.78,2.04,2.26,GRPN200828C00027000,"August 28, 2020",15,2020-08-10 11:43AM EDT,9,call,-0.78,27.00,-27.66%
1.45,2.06,2.00,GRPN200828C00028000,"August 28, 2020",14,2020-08-07 2:48PM EDT,13,call,-0.25,28.00,-10.82%
1.25,1.46,1.75,GRPN200828C00029000,"August 28, 2020",5,2020-08-10 10:14AM EDT,2,call,-0.54,29.00,-27.00%
1.20,1.40,1.52,GRPN200828C00030000,"August 28, 2020",12,2020-08-07 3:28PM EDT,3,call,-0.59,30.00,-29.65%
0.91,1.58,1.43,GRPN200828C00031000,"August 28, 2020",5,2020-08-07 3:33PM EDT,7,call,0.00,31.00,-
0.77,1.10,1.22,GRPN200828C00032000,"August 28, 2020",12,2020-08-10 9:48AM EDT,10,call,-0.47,32.00,-29.94%
0.63,0.76,1.36,GRPN200828C00033000,"August 28, 2020",4,2020-08-10 10:29AM EDT,2,call,-0.34,33.00,-30.91%
1.03,1.15,1.42,GRPN200821C00029000,"August 21, 2020",48,2020-08-10 10:38AM EDT,31,call,-0.75,29.00,-39.47%
0.90,0.93,1.16,GRPN200821C00030000,"August 21, 2020","1,279",2020-08-10 11:42AM EDT,496,call,-0.93,30.00,-50.00%
0.67,0.71,0.93,GRPN200821C00031000,"August 21, 2020",26,2020-08-10 10:24AM EDT,36,call,-0.73,31.00,-50.69%
0.52,1.27,0.94,GRPN200821C00032000,"August 21, 2020",21,2020-08-07 3:22PM EDT,40,call,0.00,32.00,-
0.44,0.67,0.86,GRPN200821C00033000,"August 21, 2020",28,2020-08-10 11:30AM EDT,5,call,-0.07,33.00,-9.46%
0.32,0.78,0.75,GRPN200821C00034000,"August 21, 2020",29,2020-08-10 9:38AM EDT,6,call,-0.17,34.00,-17.89%
0.53,0.71,0.96,GRPN200828C00034000,"August 28, 2020",7,2020-08-10 10:01AM EDT,5,call,-0.48,34.00,-40.34%
0.00,0.11,1.02,GRPN200828P00010000,"August 28, 2020",4,2020-08-07 11:23AM EDT,4,put,0.00,10.00,-
0.02,0.64,1.00,GRPN200828P00012000,"August 28, 2020",1,2020-07-28 3:07PM EDT,-,put,0.00,12.00,-
0.00,0.34,1.01,GRPN200828P00012500,"August 28, 2020",2,2020-08-07 11:16AM EDT,4,put,0.00,12.50,-
0.00,1.01,1.02,GRPN200828P00013000,"August 28, 2020",1,2020-07-28 12:07PM EDT,-,put,0.00,13.00,-
0.00,0.90,1.03,GRPN200828P00013500,"August 28, 2020",66,2020-07-24 1:12PM EDT,61,put,0.00,13.50,-
0.04,0.92,0.99,GRPN200828P00014500,"August 28, 2020",4,2020-08-06 1:39PM EDT,2,put,0.00,14.50,-
0.08,0.33,0.75,GRPN200828P00015000,"August 28, 2020",22,2020-08-07 1:30PM EDT,1,put,+0.10,15.00,+43.48%
0.09,0.46,0.53,GRPN200828P00016000,"August 28, 2020",12,2020-08-07 3:37PM EDT,2,put,0.00,16.00,-
0.26,0.40,0.60,GRPN200821C00035000,"August 21, 2020",106,2020-08-10 10:48AM EDT,11,call,-0.55,35.00,-57.89%
0.16,0.40,0.53,GRPN200821C00036000,"August 21, 2020",1,2020-08-10 10:53AM EDT,7,call,-0.48,36.00,-54.55%
0.14,0.70,0.47,GRPN200821C00037000,"August 21, 2020",5,2020-08-10 9:30AM EDT,4,call,+0.10,37.00,+16.67%
0.14,0.40,0.40,GRPN200821C00038000,"August 21, 2020",8,2020-08-10 9:37AM EDT,2,call,+0.15,38.00,+60.00%
0.09,0.35,0.41,GRPN200821C00039000,"August 21, 2020",1,2020-08-07 3:17PM EDT,1,call,-0.15,39.00,-30.00%
0.10,0.24,0.18,GRPN200821C00040000,"August 21, 2020",238,2020-08-10 10:11AM EDT,30,call,-0.27,40.00,-52.94%
0.01,0.01,0.33,GRPN200821C00041000,"August 21, 2020",78,2020-08-07 3:58PM EDT,62,call,-0.48,41.00,-97.96%
0.19,0.30,0.60,GRPN200828P00016500,"August 28, 2020",120,2020-08-07 9:58AM EDT,16,put,0.00,16.50,-
0.18,0.45,0.77,GRPN200828P00017500,"August 28, 2020",8,2020-08-07 1:59PM EDT,8,put,0.00,17.50,-
0.45,0.63,0.70,GRPN200828P00018000,"August 28, 2020",15,2020-08-07 12:18PM EDT,15,put,0.00,18.00,-
0.36,1.00,0.91,GRPN200828P00018500,"August 28, 2020",2,2020-08-07 11:47AM EDT,2,put,0.00,18.50,-
0.44,0.65,0.90,GRPN200828P00019000,"August 28, 2020",2,2020-08-10 11:20AM EDT,5,put,-0.40,19.00,-38.10%
0.57,0.75,0.80,GRPN200828P00019500,"August 28, 2020",5,2020-08-10 11:19AM EDT,1,put,-0.09,19.50,-10.71%
0.80,0.83,0.87,GRPN200828P00020000,"August 28, 2020",57,2020-08-10 10:39AM EDT,8,put,-0.33,20.00,-28.45%
0.00,0.06,0.00,GRPN200821P00000500,"August 21, 2020",0,2020-06-10 3:50PM EDT,101,put,0.00,0.50,-
0.00,0.19,0.00,GRPN200821P00001000,"August 21, 2020",0,2020-06-10 12:20PM EDT,3,put,0.00,1.00,-
0.00,0.46,0.00,GRPN200821P00001500,"August 21, 2020",0,2020-06-10 2:46PM EDT,8,put,0.00,1.50,-
0.00,0.81,0.00,GRPN200821P00002000,"August 21, 2020",0,2020-06-10 10:04AM EDT,4,put,0.00,2.00,-
0.00,0.07,0.05,GRPN200821P00005000,"August 21, 2020",2,2020-08-05 2:06PM EDT,-,put,0.00,5.00,-
0.00,0.01,0.25,GRPN200821P00008000,"August 21, 2020",36,2020-08-07 11:06AM EDT,36,put,0.00,8.00,-
0.01,0.06,0.16,GRPN200821P00010000,"August 21, 2020",81,2020-08-07 10:17AM EDT,1,put,-0.04,10.00,-40.00%
0.00,0.11,0.05,GRPN200821P00011000,"August 21, 2020",1,2020-08-07 9:30AM EDT,1,put,0.00,11.00,-
0.00,0.09,0.46,GRPN200821P00012000,"August 21, 2020",150,2020-08-07 9:31AM EDT,100,put,0.00,12.00,-
0.71,1.20,1.31,GRPN200828P00020500,"August 28, 2020",79,2020-08-07 3:42PM EDT,101,put,0.00,20.50,-
0.82,1.43,1.29,GRPN200828P00021000,"August 28, 2020",25,2020-08-07 3:33PM EDT,25,put,0.00,21.00,-
0.67,1.40,1.39,GRPN200828P00021500,"August 28, 2020",5,2020-08-07 3:02PM EDT,8,put,0.00,21.50,-
1.08,1.24,1.51,GRPN200828P00022000,"August 28, 2020",93,2020-08-10 11:34AM EDT,7,put,-0.71,22.00,-36.41%
1.23,1.75,1.76,GRPN200828P00023000,"August 28, 2020",13,2020-08-10 10:45AM EDT,1,put,-0.65,23.00,-27.08%
1.81,1.97,2.16,GRPN200828P00024000,"August 28, 2020",47,2020-08-10 11:18AM EDT,11,put,-0.42,24.00,-17.57%
0.00,0.13,0.28,GRPN200821P00013000,"August 21, 2020",97,2020-08-07 3:16PM EDT,42,put,0.00,13.00,-
0.01,0.20,0.20,GRPN200821P00013500,"August 21, 2020",20,2020-08-10 11:22AM EDT,5,put,-0.80,13.50,-80.00%
0.00,0.10,0.42,GRPN200821P00014000,"August 21, 2020",75,2020-08-07 11:20AM EDT,3,put,0.00,14.00,-
0.01,0.21,0.44,GRPN200821P00014500,"August 21, 2020",1,2020-08-07 3:57PM EDT,2,put,0.00,14.50,-
0.10,0.10,0.16,GRPN200821P00015000,"August 21, 2020",320,2020-08-10 11:23AM EDT,11,put,-0.10,15.00,-50.00%
0.05,0.20,0.31,GRPN200821P00015500,"August 21, 2020",67,2020-08-07 3:49PM EDT,1,put,-0.05,15.50,-20.00%
0.08,0.21,0.20,GRPN200821P00016000,"August 21, 2020",112,2020-08-07 3:20PM EDT,14,put,-0.06,16.00,-22.22%
0.10,0.28,0.28,GRPN200821P00016500,"August 21, 2020",94,2020-08-07 3:16PM EDT,9,put,0.00,16.50,-
2.39,2.80,2.81,GRPN200828P00025000,"August 28, 2020",12,2020-08-10 11:11AM EDT,41,put,-0.20,25.00,-6.67%
2.90,3.40,3.40,GRPN200828P00026000,"August 28, 2020",7,2020-08-07 2:57PM EDT,7,put,0.00,26.00,-
3.55,4.10,4.10,GRPN200828P00027000,"August 28, 2020",3,2020-08-07 3:37PM EDT,3,put,0.00,27.00,-
4.15,4.40,4.60,GRPN200828P00028000,"August 28, 2020",1,2020-08-10 11:17AM EDT,4,put,-2.15,28.00,-32.82%
5.70,6.10,6.35,GRPN200828P00030000,"August 28, 2020",15,2020-08-10 9:30AM EDT,13,put,+0.33,30.00,+5.72%
9.05,9.00,9.85,GRPN200828P00034000,"August 28, 2020",3,2020-08-07 2:41PM EDT,3,put,0.00,34.00,-
0.07,0.29,0.40,GRPN200821P00017000,"August 21, 2020",74,2020-08-07 1:28PM EDT,4,put,-0.08,17.00,-21.62%
0.12,0.31,0.31,GRPN200821P00017500,"August 21, 2020",21,2020-08-10 10:47AM EDT,47,put,-0.01,17.50,-3.12%
0.20,0.20,0.52,GRPN200821P00018000,"August 21, 2020",57,2020-08-10 10:26AM EDT,7,put,-0.41,18.00,-67.21%
0.26,0.35,0.48,GRPN200821P00018500,"August 21, 2020",18,2020-08-10 11:47AM EDT,18,put,-0.23,18.50,-39.66%
0.31,0.50,0.62,GRPN200821P00019000,"August 21, 2020",51,2020-08-10 10:53AM EDT,29,put,-0.15,19.00,-23.08%
0.37,0.50,0.70,GRPN200821P00019500,"August 21, 2020",17,2020-08-10 10:34AM EDT,5,put,-0.11,19.50,-18.03%
0.46,0.55,0.65,GRPN200821P00020000,"August 21, 2020",227,2020-08-10 11:43AM EDT,215,put,-0.35,20.00,-38.89%
0.51,0.80,1.30,GRPN200821P00020500,"August 21, 2020",13,2020-08-07 2:41PM EDT,12,put,0.00,20.50,-
0.70,0.80,0.80,GRPN200821P00021000,"August 21, 2020",73,2020-08-10 10:45AM EDT,3,put,-0.30,21.00,-27.27%
0.43,1.13,1.45,GRPN200821P00021500,"August 21, 2020",23,2020-08-10 9:36AM EDT,13,put,-0.18,21.50,-13.74%
0.75,1.41,1.20,GRPN200821P00022000,"August 21, 2020",60,2020-08-10 9:46AM EDT,10,put,-0.08,22.00,-5.37%
1.13,1.19,1.27,GRPN200821P00022500,"August 21, 2020",60,2020-08-07 3:52PM EDT,6,put,-0.51,22.50,-30.00%
1.09,1.67,1.67,GRPN200821P00023000,"August 21, 2020",192,2020-08-10 11:09AM EDT,50,put,-0.18,23.00,-9.73%
1.40,1.59,1.85,GRPN200821P00023500,"August 21, 2020",48,2020-08-10 10:45AM EDT,38,put,-0.52,23.50,-24.64%
1.70,1.75,1.77,GRPN200821P00024000,"August 21, 2020",179,2020-08-10 11:32AM EDT,37,put,-0.47,24.00,-21.17%
2.13,2.15,2.35,GRPN200821P00025000,"August 21, 2020",196,2020-08-10 11:41AM EDT,89,put,-0.52,25.00,-19.48%
2.54,3.30,2.98,GRPN200821P00026000,"August 21, 2020",33,2020-08-10 9:53AM EDT,18,put,+0.12,26.00,+3.77%
3.20,3.20,3.75,GRPN200821P00027000,"August 21, 2020",29,2020-08-07 3:57PM EDT,8,put,-0.80,27.00,-20.00%
3.70,4.50,4.50,GRPN200821P00028000,"August 21, 2020",1,2020-08-10 10:17AM EDT,1,put,+0.30,28.00,+7.14%
4.65,5.00,5.95,GRPN200821P00029000,"August 21, 2020",2,2020-08-07 1:56PM EDT,1,put,0.00,29.00,-
5.30,6.00,6.45,GRPN200821P00030000,"August 21, 2020",6,2020-08-10 10:13AM EDT,6,put,+0.35,30.00,+6.19%
14.50,14.95,15.35,GRPN200821P00040000,"August 21, 2020",2,2020-08-07 3:21PM EDT,1,put,+0.45,40.00,+3.10%
15.50,16.00,17.05,GRPN200821P00041000,"August 21, 2020",2,2020-08-07 3:46PM EDT,2,put,0.00,41.00,-
